Id,Source,Target,Type,Weight
2162,RobertDeNiro,MorganFreeman,Undirected,1
2163,RobertDeNiro,MichaelDouglas,Undirected,1
2164,RobertDeNiro,TommyLeeJones,Undirected,1
2165,RobertDeNiro,SamuelLJackson,Undirected,2
2166,RobertDeNiro,AmandaSeyfried,Undirected,1
2167,RobertDeNiro,DianeKeaton,Undirected,2
2168,RobertDeNiro,SusanSarandon,Undirected,1
2169,RobertDeNiro,SigourneyWeaver,Undirected,1
2170,RobertDeNiro,MillaJovovich,Undirected,1
2171,RobertDeNiro,EdwardNorton,Undirected,2
2172,RobertDeNiro,DrewBarrymore,Undirected,1
2173,RobertDeNiro,RobinWright,Undirected,1
2174,RobertDeNiro,BruceWillis,Undirected,1
2175,RobertDeNiro,SeanPenn,Undirected,1
2176,RobertDeNiro,SanleyTucci,Undirected,1
2177,RobertDeNiro,ClaireDanes,Undirected,1
2178,RobertDeNiro,AngelinaJolie,Undirected,2
2179,RobertDeNiro,MattDamon,Undirected,1
2180,RobertDeNiro,ElisabethShue,Undirected,1
2181,RobertDeNiro,KathyBates,Undirected,1
2182,RobertDeNiro,RenéeZellweger,Undirected,1
2183,RobertDeNiro,WillSmith,Undirected,1
2184,RobertDeNiro,FrancesMcDormand,Undirected,1
2185,RobertDeNiro,JamesFranco,Undirected,1
2186,RobertDeNiro,AngelaBassett,Undirected,1
2187,RobertDeNiro,Charlize Theron,Undirected,2
2188,RobertDeNiro,VeraFarmiga,Undirected,1
2189,RobertDeNiro,KirstenDunst,Undirected,1
2190,RobertDeNiro,WoodyHarrelson,Undirected,1
2191,RobertDeNiro,MichaelKeaton,Undirected,1
2192,RobertDeNiro,Meryl Streep,Undirected,1
2193,RobertDeNiro,LeonardoDiCaprio,Undirected,1
2194,RobertDeNiro,BradPitt,Undirected,1
2195,RobertDeNiro,Natalie Portman,Undirected,2
2196,RobertDeNiro,SharonStone,Undirected,1
2197,ViggoMortensen,LauraLinney,Undirected,1
2198,ViggoMortensen,KirstenDunst,Undirected,2
2199,ViggoMortensen,SteveBuscemi,Undirected,2
2200,ViggoMortensen,Charlize Theron,Undirected,1
2201,ViggoMortensen,RobertDuwall,Undirected,1
2202,ViggoMortensen,RenéeZellweger,Undirected,1
2203,ViggoMortensen,EdHarris,Undirected,2
2204,ViggoMortensen,NaomiWatts,Undirected,1
2205,ViggoMortensen,LivTyler,Undirected,3
2206,ViggoMortensen,Sandra Bullock,Undirected,1
2207,ViggoMortensen,DianeLane,Undirected,1
2208,ViggoMortensen,JulianneMoore,Undirected,1
2209,ViggoMortensen,WilliamHMacy,Undirected,1
2210,ViggoMortensen,MichaelDouglas,Undirected,1
2211,ViggoMortensen,GarySinise,Undirected,1
2212,ViggoMortensen,NicoleKidman,Undirected,1
2213,ViggoMortensen,JohnMalkovich,Undirected,1
2214,ViggoMortensen,DenzelWashington,Undirected,1
2215,ViggoMortensen,ChristopherWalken,Undirected,1
2216,Nicolas Cage,Emma Stone,Undirected,2
2217,Nicolas Cage,PeterDinklage,Undirected,1
2218,Nicolas Cage,ChrisPine,Undirected,1
2219,Nicolas Cage,FayeDunaway,Undirected,1
2220,Nicolas Cage,JohnCusack,Undirected,3
2221,Nicolas Cage,JosephGordonLevitt,Undirected,1
2222,Nicolas Cage,WillemDafoe,Undirected,1
2223,Nicolas Cage,JessicaChastain,Undirected,1
2224,Nicolas Cage,NicoleKidman,Undirected,1
2225,Nicolas Cage,Charlize Theron,Undirected,1
2226,Nicolas Cage,KristenBell,Undirected,1
2227,Nicolas Cage,SteveBuscemi,Undirected,3
2228,Nicolas Cage,EdHarris,Undirected,2
2229,Nicolas Cage,HarveyKeitel,Undirected,3
2230,Nicolas Cage,JulianneMoore,Undirected,1
2231,Nicolas Cage,RosarioDawson,Undirected,1
2232,Nicolas Cage,KurtRussell,Undirected,1
2233,Nicolas Cage,ViolaDavis,Undirected,2
2234,Nicolas Cage,Meryl Streep,Undirected,2
2235,Nicolas Cage,JuliaRoberts,Undirected,1
2236,Nicolas Cage,JaredLeto,Undirected,1
2237,Nicolas Cage,JamesFranco,Undirected,1
2238,Nicolas Cage,MarkRuffalo,Undirected,1
2239,Nicolas Cage,DonCheadle,Undirected,1
2240,Nicolas Cage,RobertDuwall,Undirected,1
2241,Nicolas Cage,JoaquinPhoenix,Undirected,1
2242,Nicolas Cage,GarySinise,Undirected,1
2243,Nicolas Cage,JohnMalkovich,Undirected,1
2244,Nicolas Cage,ElisabethShue,Undirected,1
2245,Nicolas Cage,HelenHunt,Undirected,1
2246,Nicolas Cage,SamuelLJackson,Undirected,2
2247,Nicolas Cage,SanleyTucci,Undirected,1
2248,Nicolas Cage,OliviaWilde,Undirected,1
2249,Nicolas Cage,TommyLeeJones,Undirected,1
