Id,Source,Target,Type,Weight
556,MatthewMcConaughey,KathyBates,Undirected,1
557,MatthewMcConaughey,GlennClose,Undirected,1
558,MatthewMcConaughey,JodieFoster,Undirected,1
559,MatthewMcConaughey,AngelaBassett,Undirected,1
560,MatthewMcConaughey,Sandra Bullock,Undirected,1
561,SamuelLJackson,KeriRussell,Undirected,1
562,SamuelLJackson,EdHarris,Undirected,2
563,SamuelLJackson,MarisaTomei,Undirected,2
564,SamuelLJackson,Natalie Portman,Undirected,10
565,SamuelLJackson,Scarlett Johansson,Undirected,8
566,SamuelLJackson,MichellePfeiffer,Undirected,2
567,SamuelLJackson,ZoeSaldana,Undirected,2
568,SamuelLJackson,AngelaBassett,Undirected,3
569,SamuelLJackson,TommyLeeJones,Undirected,3
570,SamuelLJackson,SalmaHayek,Undirected,1
571,SamuelLJackson,KerryWashington,Undirected,2
572,SamuelLJackson,NaomiWatts,Undirected,1
573,SamuelLJackson,DianeLane,Undirected,1
574,SamuelLJackson,ChristinaRicci,Undirected,2
575,SamuelLJackson,JulianneMoore,Undirected,1
576,SamuelLJackson,RobinWright,Undirected,1
577,SamuelLJackson,SharonStone,Undirected,1
578,SamuelLJackson,Sandra Bullock,Undirected,1
579,SamuelLJackson,MatthewMcConaughey,Undirected,1
580,SamuelLJackson,HelenHunt,Undirected,1
581,SamuelLJackson,JessicaLange,Undirected,1
582,ChristopherWalken,ChristinaRicci,Undirected,2
583,ChristopherWalken,UmaThurman,Undirected,1
584,ChristopherWalken,SusanSarandon,Undirected,3
585,ChristopherWalken,GlennClose,Undirected,3
586,ChristopherWalken,AmandaSeyfried,Undirected,1
587,ChristopherWalken,JenniferGarner,Undirected,2
588,ChristopherWalken,RobinWright,Undirected,1
589,ChristopherWalken,DakotaFanning,Undirected,2
590,ChristopherWalken,Scarlett Johansson,Undirected,1
591,ChristopherWalken,NicoleKidman,Undirected,2
592,ChristopherWalken,SharonStone,Undirected,3
593,ChristopherWalken,MichellePfeiffer,Undirected,2
594,ChristopherWalken,TinaFey,Undirected,1
595,ChristopherWalken,AmyPoehler,Undirected,2
596,ChristopherWalken,LauraLinney,Undirected,1
597,ChristopherWalken,RosarioDawson,Undirected,2
598,ChristopherWalken,ElizabethBanks,Undirected,1
599,ChristopherWalken,AmyAdams,Undirected,1
600,ChristopherWalken,TomHanks,Undirected,1
601,ChristopherWalken,HilarySwank,Undirected,1
602,ChristopherWalken,JuliaRoberts,Undirected,1
603,ChristopherWalken,VeraFarmiga,Undirected,1
604,ChristopherWalken,SamuelLJackson,Undirected,2
605,KeanuReeves,BettyWhite,Undirected,1
606,KeanuReeves,TomHanks,Undirected,1
607,KeanuReeves,HalleBerry,Undirected,1
608,KeanuReeves,WinonaRyder,Undirected,3
609,KeanuReeves,JenniferGarner,Undirected,1
610,KeanuReeves,RenéeZellweger,Undirected,1
611,KeanuReeves,JulianneMoore,Undirected,2
612,KeanuReeves,SamuelLJackson,Undirected,1
613,KeanuReeves,VeraFarmiga,Undirected,1
614,KeanuReeves,RobinWright,Undirected,1
615,KeanuReeves,JenniferConnelly,Undirected,1
616,KeanuReeves,KathyBates,Undirected,1
617,KeanuReeves,Sandra Bullock,Undirected,2
618,KeanuReeves,NaomiWatts,Undirected,1
619,KeanuReeves,DianeKeaton,Undirected,1
620,KeanuReeves,FrancesMcDormand,Undirected,1
621,KeanuReeves,Charlize Theron,Undirected,2
622,KeanuReeves,HilarySwank,Undirected,1
623,KeanuReeves,MarisaTomei,Undirected,1
624,MelGibson,JenniferLawrence,Undirected,1
625,MelGibson,JodieFoster,Undirected,2
626,MelGibson,MatthewMcConaughey,Undirected,1
627,MelGibson,RobinWright,Undirected,1
628,MelGibson,KeriRussell,Undirected,1
629,MelGibson,MarisaTomei,Undirected,1
630,MelGibson,HelenHunt,Undirected,1
631,MelGibson,MillaJovovich,Undirected,1
632,MelGibson,JuliaRoberts,Undirected,1
633,MelGibson,GlennClose,Undirected,1
634,MarkRuffalo,Anne Hathaway,Undirected,1
635,MarkRuffalo,Natalie Portman,Undirected,2
636,MarkRuffalo,Scarlett Johansson,Undirected,5
637,MarkRuffalo,MichellePfeiffer,Undirected,1
638,MarkRuffalo,ZoeSaldana,Undirected,3
639,MarkRuffalo,MarisaTomei,Undirected,1
640,MarkRuffalo,AngelaBassett,Undirected,1
641,MarkRuffalo,SamuelLJackson,Undirected,5
642,MarkRuffalo,MilaKunis,Undirected,1
643,MarkRuffalo,TinaFey,Undirected,1
644,MarkRuffalo,KristenWiig,Undirected,1
645,MarkRuffalo,JulianneMoore,Undirected,2
646,MarkRuffalo,LauraLinney,Undirected,2
647,MarkRuffalo,JenniferConnelly,Undirected,1
648,MarkRuffalo,JenniferAniston,Undirected,1
649,MarkRuffalo,Reese Witherspoon,Undirected,1
650,MarkRuffalo,JenniferGarner,Undirected,1
651,MarkRuffalo,KirstenDunst,Undirected,1
652,MarkRuffalo,NaomiWatts,Undirected,1
653,MarkRuffalo,ChristinaApplegate,Undirected,1
654,MarkRuffalo,RobinWright,Undirected,1
655,WilliamHMacy,KathyBates,Undirected,2
656,WilliamHMacy,MelGibson,Undirected,1
657,WilliamHMacy,JenniferAniston,Undirected,1
658,WilliamHMacy,AnnaKendrick,Undirected,1
659,WilliamHMacy,HelenHunt,Undirected,2
660,WilliamHMacy,MarisaTomei,Undirected,2
661,WilliamHMacy,MatthewMcConaughey,Undirected,2
662,WilliamHMacy,MillaJovovich,Undirected,1
663,WilliamHMacy,Emma Stone,Undirected,1
664,WilliamHMacy,ChristopherWalken,Undirected,1
665,WilliamHMacy,NaomiWatts,Undirected,1
666,WilliamHMacy,SharonStone,Undirected,1
667,WilliamHMacy,RobertDuwall,Undirected,2
668,WilliamHMacy,KristenBell,Undirected,1
669,WilliamHMacy,ElizabethBanks,Undirected,1
670,WilliamHMacy,JulianneMoore,Undirected,5
671,WilliamHMacy,Reese Witherspoon,Undirected,1
672,WilliamHMacy,FrancesMcDormand,Undirected,1
673,WilliamHMacy,KirstenDunst,Undirected,1
674,WilliamHMacy,SusanSarandon,Undirected,1
675,WilliamHMacy,TommyLeeJones,Undirected,1
676,WilliamHMacy,JodieFoster,Undirected,1
677,BradleyCooper,Natalie Portman,Undirected,2
678,BradleyCooper,Scarlett Johansson,Undirected,3
679,BradleyCooper,MichellePfeiffer,Undirected,1
680,BradleyCooper,ZoeSaldana,Undirected,4
681,BradleyCooper,MarisaTomei,Undirected,1
682,BradleyCooper,AngelaBassett,Undirected,1
683,BradleyCooper,SamuelLJackson,Undirected,2
684,BradleyCooper,MarkRuffalo,Undirected,2
685,BradleyCooper,JenniferLawrence,Undirected,3
686,BradleyCooper,Emma Stone,Undirected,2
687,BradleyCooper,GlennClose,Undirected,1
688,BradleyCooper,AmyAdams,Undirected,1
689,BradleyCooper,MelissaMcCarthy,Undirected,1
690,BradleyCooper,KristenBell,Undirected,1
691,BradleyCooper,OliviaWilde,Undirected,1
692,BradleyCooper,Anne Hathaway,Undirected,1
693,BradleyCooper,JuliaRoberts,Undirected,1
694,BradleyCooper,JenniferGarner,Undirected,2
695,BradleyCooper,KathyBates,Undirected,2
696,BradleyCooper,Sandra Bullock,Undirected,1
697,BradleyCooper,RenéeZellweger,Undirected,1
698,BradleyCooper,JenniferAniston,Undirected,1
699,BradleyCooper,DrewBarrymore,Undirected,1
700,BradleyCooper,JenniferConnelly,Undirected,1
701,BradleyCooper,ZooeyDeschanel,Undirected,1
702,BradleyCooper,RobinWright,Undirected,1
703,BradleyCooper,ChristinaRicci,Undirected,1
704,BradleyCooper,ChristinaApplegate,Undirected,1
705,BradleyCooper,FayeDunaway,Undirected,1
706,BradleyCooper,MatthewMcConaughey,Undirected,1
707,BradleyCooper,ChristopherWalken,Undirected,1
708,BradleyCooper,ElizabethBanks,Undirected,1
709,BruceWillis,LauraLinney,Undirected,1
710,BruceWillis,SamuelLJackson,Undirected,4
711,BruceWillis,ElisabethShue,Undirected,1
712,BruceWillis,KateHudson,Undirected,1
713,BruceWillis,ZooeyDeschanel,Undirected,1
714,BruceWillis,AmyAdams,Undirected,1
715,BruceWillis,RosarioDawson,Undirected,2
716,BruceWillis,FrancesMcDormand,Undirected,1
717,BruceWillis,SigourneyWeaver,Undirected,1
718,BruceWillis,RobinWright,Undirected,2
719,BruceWillis,HalleBerry,Undirected,1
720,BruceWillis,AmandaSeyfried,Undirected,1
721,BruceWillis,OliviaWilde,Undirected,1
722,BruceWillis,SharonStone,Undirected,1
723,BruceWillis,JuliaRoberts,Undirected,2
724,BruceWillis,DrewBarrymore,Undirected,1
725,BruceWillis,BettyWhite,Undirected,1
726,BruceWillis,MichellePfeiffer,Undirected,1
727,BruceWillis,LivTyler,Undirected,1
728,BruceWillis,MillaJovovich,Undirected,1
729,BruceWillis,ChristopherWalken,Undirected,2
730,BruceWillis,Scarlett Johansson,Undirected,1
731,BruceWillis,JuliaLouisDreyfus,Undirected,1
732,BruceWillis,Meryl Streep,Undirected,1
733,RobertDowneyJr,Natalie Portman,Undirected,2
734,RobertDowneyJr,Scarlett Johansson,Undirected,7
735,RobertDowneyJr,MichellePfeiffer,Undirected,1
736,RobertDowneyJr,ZoeSaldana,Undirected,2
737,RobertDowneyJr,MarisaTomei,Undirected,3
738,RobertDowneyJr,AngelaBassett,Undirected,1
739,RobertDowneyJr,SamuelLJackson,Undirected,7
740,RobertDowneyJr,MarkRuffalo,Undirected,6
741,RobertDowneyJr,BradleyCooper,Undirected,2
742,RobertDowneyJr,JenniferConnelly,Undirected,1
743,RobertDowneyJr,VeraFarmiga,Undirected,1
744,RobertDowneyJr,RobertDuwall,Undirected,3
745,RobertDowneyJr,LivTyler,Undirected,1
746,RobertDowneyJr,JenniferLoveHewitt,Undirected,1
747,RobertDowneyJr,MatthewMcConaughey,Undirected,1
748,RobertDowneyJr,DrewBarrymore,Undirected,1
749,RobertDowneyJr,NicoleKidman,Undirected,1
750,RobertDowneyJr,WinonaRyder,Undirected,1
751,RobertDowneyJr,KeanuReeves,Undirected,1
752,RobertDowneyJr,RosarioDawson,Undirected,1
753,RobertDowneyJr,HalleBerry,Undirected,1
754,RobertDowneyJr,RobinWright,Undirected,1
755,RobertDowneyJr,MelGibson,Undirected,2
756,RobertDowneyJr,FrancesMcDormand,Undirected,1
757,RobertDowneyJr,TommyLeeJones,Undirected,2
758,RobertDowneyJr,ClaireDanes,Undirected,1
759,RobertDowneyJr,JulianneMoore,Undirected,1
760,RobertDowneyJr,DianeLane,Undirected,1
761,RobertDowneyJr,MillaJovovich,Undirected,1
762,RobertDowneyJr,SallyField,Undirected,1
763,EdwardNorton,BruceWillis,Undirected,2
764,EdwardNorton,JenniferConnelly,Undirected,1
765,EdwardNorton,Scarlett Johansson,Undirected,1
766,EdwardNorton,FrancesMcDormand,Undirected,2
767,EdwardNorton,SalmaHayek,Undirected,3
768,EdwardNorton,KristenWiig,Undirected,1
769,EdwardNorton,Emma Stone,Undirected,1
770,EdwardNorton,NaomiWatts,Undirected,2
771,EdwardNorton,MillaJovovich,Undirected,1
772,EdwardNorton,SusanSarandon,Undirected,1
773,EdwardNorton,KeriRussell,Undirected,1
774,EdwardNorton,JenniferGarner,Undirected,1
775,EdwardNorton,TinaFey,Undirected,1
776,EdwardNorton,LivTyler,Undirected,1
777,EdwardNorton,RobertDowneyJr,Undirected,1
778,EdwardNorton,Charlize Theron,Undirected,1
779,EdwardNorton,RosarioDawson,Undirected,1
780,EdwardNorton,AngelaBassett,Undirected,1
781,EdwardNorton,Natalie Portman,Undirected,2
782,EdwardNorton,JuliaRoberts,Undirected,1
783,EdwardNorton,LauraLinney,Undirected,1
784,ClintEastwood,BradleyCooper,Undirected,2
785,ClintEastwood,AmyAdams,Undirected,1
786,ClintEastwood,HilarySwank,Undirected,1
787,ClintEastwood,TommyLeeJones,Undirected,1
788,ClintEastwood,LauraLinney,Undirected,1
789,ClintEastwood,EdHarris,Undirected,1
790,ClintEastwood,Meryl Streep,Undirected,1
791,ClintEastwood,MelGibson,Undirected,1
792,WoodyHarrelson,MillaJovovich,Undirected,1
793,WoodyHarrelson,TommyLeeJones,Undirected,4
794,WoodyHarrelson,FrancesMcDormand,Undirected,2
795,WoodyHarrelson,MarkRuffalo,Undirected,2
796,WoodyHarrelson,JenniferLawrence,Undirected,4
797,WoodyHarrelson,JulianneMoore,Undirected,3
798,WoodyHarrelson,ElizabethBanks,Undirected,4
799,WoodyHarrelson,ZoeSaldana,Undirected,1
800,WoodyHarrelson,AmyPoehler,Undirected,1
801,WoodyHarrelson,ChristopherWalken,Undirected,1
802,WoodyHarrelson,SigourneyWeaver,Undirected,1
803,WoodyHarrelson,Emma Stone,Undirected,2
804,WoodyHarrelson,MilaKunis,Undirected,1
805,WoodyHarrelson,RosarioDawson,Undirected,1
806,WoodyHarrelson,JenniferAniston,Undirected,1
807,WoodyHarrelson,KristenWiig,Undirected,1
808,WoodyHarrelson,MatthewMcConaughey,Undirected,3
809,WoodyHarrelson,Charlize Theron,Undirected,3
810,WoodyHarrelson,Meryl Streep,Undirected,1
811,WoodyHarrelson,WinonaRyder,Undirected,1
812,WoodyHarrelson,KeanuReeves,Undirected,1
813,WoodyHarrelson,RobertDowneyJr,Undirected,2
814,WoodyHarrelson,SalmaHayek,Undirected,1
815,WoodyHarrelson,EdwardNorton,Undirected,2
816,WoodyHarrelson,KerryWashington,Undirected,1
817,WoodyHarrelson,MarisaTomei,Undirected,1
818,WoodyHarrelson,GlennClose,Undirected,1
819,WoodyHarrelson,ElisabethShue,Undirected,1
820,WoodyHarrelson,KirstenDunst,Undirected,1
821,HarrisonFord,KeriRussell,Undirected,2
822,HarrisonFord,SamuelLJackson,Undirected,2
823,HarrisonFord,RobinWright,Undirected,1
824,HarrisonFord,MelGibson,Undirected,1
825,HarrisonFord,ChristinaApplegate,Undirected,1
826,HarrisonFord,KirstenDunst,Undirected,1
827,HarrisonFord,KristenWiig,Undirected,1
828,HarrisonFord,ViolaDavis,Undirected,1
829,HarrisonFord,OliviaWilde,Undirected,1
830,HarrisonFord,DianeKeaton,Undirected,1
831,HarrisonFord,MichellePfeiffer,Undirected,1
832,HarrisonFord,WilliamHMacy,Undirected,1
833,JakeGyllenhaal,MarisaTomei,Undirected,1
834,JakeGyllenhaal,SamuelLJackson,Undirected,1
835,JakeGyllenhaal,AmyAdams,Undirected,1
836,JakeGyllenhaal,LauraLinney,Undirected,1
837,JakeGyllenhaal,NaomiWatts,Undirected,1
838,JakeGyllenhaal,RobinWright,Undirected,1
839,JakeGyllenhaal,ViolaDavis,Undirected,1
840,JakeGyllenhaal,AnnaKendrick,Undirected,1
841,JakeGyllenhaal,VeraFarmiga,Undirected,1
842,JakeGyllenhaal,Anne Hathaway,Undirected,2
843,JakeGyllenhaal,Natalie Portman,Undirected,2
844,JakeGyllenhaal,Meryl Streep,Undirected,1
845,JakeGyllenhaal,Reese Witherspoon,Undirected,1
846,JakeGyllenhaal,MarkRuffalo,Undirected,1
847,JakeGyllenhaal,RobertDowneyJr,Undirected,1
848,JakeGyllenhaal,SusanSarandon,Undirected,2
849,JakeGyllenhaal,SharonStone,Undirected,1
850,JakeGyllenhaal,JenniferAniston,Undirected,1
851,JakeGyllenhaal,ZooeyDeschanel,Undirected,1
852,JakeGyllenhaal,DrewBarrymore,Undirected,1
853,JakeGyllenhaal,JamieLeeCurtis,Undirected,1
854,JohnTurturro,SusanSarandon,Undirected,5
855,JohnTurturro,ChristopherWalken,Undirected,5
856,JohnTurturro,JulianneMoore,Undirected,2
857,JohnTurturro,SigourneyWeaver,Undirected,2
858,JohnTurturro,SharonStone,Undirected,2
859,JohnTurturro,FrancesMcDormand,Undirected,2
860,JohnTurturro,KerryWashington,Undirected,2
861,JohnTurturro,RobinWright,Undirected,1
862,JohnTurturro,BruceWillis,Undirected,1
863,JohnTurturro,NicoleKidman,Undirected,1
864,JohnTurturro,AngelinaJolie,Undirected,1
865,JohnTurturro,WoodyHarrelson,Undirected,2
866,JohnTurturro,MarisaTomei,Undirected,1
867,JohnTurturro,WinonaRyder,Undirected,1
868,JohnTurturro,MatthewMcConaughey,Undirected,1
869,JohnTurturro,ChristinaRicci,Undirected,1
870,JohnTurturro,EdwardNorton,Undirected,1
871,JohnTurturro,RosarioDawson,Undirected,1
872,JohnTurturro,MillaJovovich,Undirected,1
873,JohnTurturro,SamuelLJackson,Undirected,2
874,JohnTurturro,WilliamHMacy,Undirected,1
875,JohnTurturro,EdHarris,Undirected,1
876,JohnnyDepp,MichellePfeiffer,Undirected,2
877,JohnnyDepp,Anne Hathaway,Undirected,2
878,JohnnyDepp,Meryl Streep,Undirected,1
879,JohnnyDepp,AnnaKendrick,Undirected,1
880,JohnnyDepp,JessicaChastain,Undirected,1
881,JohnnyDepp,ChloëGraceMoretz,Undirected,1
882,JohnnyDepp,AngelinaJolie,Undirected,1
883,JohnnyDepp,JohnTurturro,Undirected,2
884,JohnnyDepp,SalmaHayek,Undirected,1
885,JohnnyDepp,ZoeSaldana,Undirected,1
886,JohnnyDepp,ChristinaRicci,Undirected,2
887,JohnnyDepp,ChristopherWalken,Undirected,2
888,JohnnyDepp,Charlize Theron,Undirected,1
889,JohnnyDepp,JulianneMoore,Undirected,1
890,JohnnyDepp,WilliamHMacy,Undirected,1
891,AdamSandler,JenniferAniston,Undirected,2
892,AdamSandler,JohnTurturro,Undirected,3
893,AdamSandler,JenniferGarner,Undirected,1
894,AdamSandler,RosarioDawson,Undirected,2
895,AdamSandler,DrewBarrymore,Undirected,1
896,AdamSandler,SalmaHayek,Undirected,2
897,AdamSandler,SusanSarandon,Undirected,1
898,AdamSandler,JohnnyDepp,Undirected,1
899,AdamSandler,NicoleKidman,Undirected,1
900,AdamSandler,KeriRussell,Undirected,1
901,AdamSandler,LivTyler,Undirected,1
902,AdamSandler,ChristopherWalken,Undirected,1
903,AdamSandler,MarisaTomei,Undirected,1
904,AdamSandler,WoodyHarrelson,Undirected,1
905,AdamSandler,WinonaRyder,Undirected,1
906,AdamSandler,Reese Witherspoon,Undirected,1
907,AdamSandler,AmyPoehler,Undirected,1
908,ChrisPine,RobinWright,Undirected,2
909,ChrisPine,KristenWiig,Undirected,1
910,ChrisPine,Reese Witherspoon,Undirected,2
911,ChrisPine,ZoeSaldana,Undirected,3
912,ChrisPine,Meryl Streep,Undirected,1
913,ChrisPine,AnnaKendrick,Undirected,1
914,ChrisPine,JohnnyDepp,Undirected,1
915,ChrisPine,JenniferAniston,Undirected,1
916,ChrisPine,MichellePfeiffer,Undirected,1
917,ChrisPine,ElizabethBanks,Undirected,1
918,ChrisPine,OliviaWilde,Undirected,1
919,ChrisPine,AngelaBassett,Undirected,1
920,ChrisPine,RosarioDawson,Undirected,1
921,ChrisPine,ViolaDavis,Undirected,1
922,ChrisPine,WinonaRyder,Undirected,1
923,ChrisPine,Anne Hathaway,Undirected,1
924,HarveyKeitel,Scarlett Johansson,Undirected,1
925,HarveyKeitel,FrancesMcDormand,Undirected,2
926,HarveyKeitel,EdwardNorton,Undirected,3
927,HarveyKeitel,JohnTurturro,Undirected,3
928,HarveyKeitel,AdamSandler,Undirected,2
929,HarveyKeitel,RobinWright,Undirected,1
930,HarveyKeitel,BruceWillis,Undirected,2
931,HarveyKeitel,SamuelLJackson,Undirected,2
932,HarveyKeitel,EdHarris,Undirected,1
933,HarveyKeitel,UmaThurman,Undirected,1
934,HarveyKeitel,KathyBates,Undirected,1
935,HarveyKeitel,Reese Witherspoon,Undirected,1
936,HarveyKeitel,MatthewMcConaughey,Undirected,1
937,HarveyKeitel,MelGibson,Undirected,1
938,HarveyKeitel,ChristopherWalken,Undirected,1
939,AlPacino,HarveyKeitel,Undirected,1
940,AlPacino,JenniferGarner,Undirected,1
941,AlPacino,JessicaChastain,Undirected,1
942,AlPacino,ChristopherWalken,Undirected,2
943,AlPacino,JohnnyDepp,Undirected,2
944,AlPacino,AdamSandler,Undirected,1
945,AlPacino,SusanSarandon,Undirected,1
946,AlPacino,MatthewMcConaughey,Undirected,1
947,AlPacino,Meryl Streep,Undirected,1
948,AlPacino,WinonaRyder,Undirected,1
949,AlPacino,HilarySwank,Undirected,1
950,AlPacino,Charlize Theron,Undirected,1
951,AlPacino,KeanuReeves,Undirected,1
952,AlPacino,Natalie Portman,Undirected,2
953,AlPacino,EdHarris,Undirected,1
954,AlPacino,MichellePfeiffer,Undirected,1
955,AlPacino,DianeKeaton,Undirected,3
956,WillemDafoe,Anne Hathaway,Undirected,1
957,WillemDafoe,KeanuReeves,Undirected,2
958,WillemDafoe,BruceWillis,Undirected,1
959,WillemDafoe,EdwardNorton,Undirected,2
960,WillemDafoe,NicoleKidman,Undirected,1
961,WillemDafoe,MichellePfeiffer,Undirected,1
962,WillemDafoe,JohnnyDepp,Undirected,2
963,WillemDafoe,GlennClose,Undirected,1
964,WillemDafoe,DianeKeaton,Undirected,1
965,WillemDafoe,SigourneyWeaver,Undirected,1
966,WillemDafoe,HarveyKeitel,Undirected,2
967,WillemDafoe,RobinWright,Undirected,1
968,WillemDafoe,UmaThurman,Undirected,1
969,WillemDafoe,ZoeSaldana,Undirected,1
970,WillemDafoe,WoodyHarrelson,Undirected,2
971,WillemDafoe,SalmaHayek,Undirected,2
972,WillemDafoe,Meryl Streep,Undirected,1
973,WillemDafoe,JuliaRoberts,Undirected,1
974,WillemDafoe,ElizabethBanks,Undirected,3
975,WillemDafoe,KirstenDunst,Undirected,3
976,WillemDafoe,Natalie Portman,Undirected,2
977,WillemDafoe,JodieFoster,Undirected,1
978,WillemDafoe,SamuelLJackson,Undirected,1
979,WillemDafoe,Reese Witherspoon,Undirected,1
980,WillemDafoe,ChristopherWalken,Undirected,2
981,WillemDafoe,Sandra Bullock,Undirected,1
982,WillemDafoe,HarrisonFord,Undirected,1
983,BryanCranston,AngelinaJolie,Undirected,2
984,BryanCranston,Anne Hathaway,Undirected,1
985,BryanCranston,DrewBarrymore,Undirected,1
986,BryanCranston,Scarlett Johansson,Undirected,1
987,BryanCranston,FrancesMcDormand,Undirected,2
988,BryanCranston,EdwardNorton,Undirected,1
989,BryanCranston,HarveyKeitel,Undirected,1
990,BryanCranston,SharonStone,Undirected,1
991,BryanCranston,RobertDuwall,Undirected,1
992,BryanCranston,EdHarris,Undirected,1
993,BryanCranston,AnnaKendrick,Undirected,1
994,BryanCranston,KateHudson,Undirected,1
995,BryanCranston,DianeLane,Undirected,1
996,BryanCranston,JessicaChastain,Undirected,1
997,BryanCranston,WillemDafoe,Undirected,1
998,BryanCranston,JuliaRoberts,Undirected,1
999,BryanCranston,TomHanks,Undirected,3
1000,BryanCranston,Emma Stone,Undirected,1
1001,BryanCranston,MarisaTomei,Undirected,1
1002,BryanCranston,MatthewMcConaughey,Undirected,1
1003,BryanCranston,WilliamHMacy,Undirected,1
1004,BryanCranston,JuliaLouisDreyfus,Undirected,1
1005,BryanCranston,Charlize Theron,Undirected,1
1006,BryanCranston,LivTyler,Undirected,1
1007,RobertRedfort,Natalie Portman,Undirected,2
1008,RobertRedfort,Scarlett Johansson,Undirected,3
1009,RobertRedfort,MichellePfeiffer,Undirected,2
1010,RobertRedfort,ZoeSaldana,Undirected,1
1011,RobertRedfort,MarisaTomei,Undirected,1
1012,RobertRedfort,AngelaBassett,Undirected,1
1013,RobertRedfort,SamuelLJackson,Undirected,2
1014,RobertRedfort,MarkRuffalo,Undirected,2
1015,RobertRedfort,BradleyCooper,Undirected,1
1016,RobertRedfort,RobertDowneyJr,Undirected,1
1017,RobertRedfort,AnnaKendrick,Undirected,1
1018,RobertRedfort,SusanSarandon,Undirected,1
1019,RobertRedfort,Meryl Streep,Undirected,1
1020,RobertRedfort,JuliaRoberts,Undirected,1
1021,RobertRedfort,DakotaFanning,Undirected,1
1022,RobertRedfort,WillemDafoe,Undirected,1
1023,RobertRedfort,RobinWright,Undirected,1
1024,RobertRedfort,WoodyHarrelson,Undirected,1
1025,MattDamon,RosarioDawson,Undirected,1
1026,MattDamon,MarkRuffalo,Undirected,2
1027,MattDamon,JulianneMoore,Undirected,1
1028,MattDamon,WillemDafoe,Undirected,1
1029,MattDamon,TommyLeeJones,Undirected,1
1030,MattDamon,JessicaChastain,Undirected,2
1031,MattDamon,KristenWiig,Undirected,1
1032,MattDamon,Anne Hathaway,Undirected,1
1033,MattDamon,MatthewMcConaughey,Undirected,2
1034,MattDamon,JodieFoster,Undirected,1
1035,MattDamon,FrancesMcDormand,Undirected,1
1036,MattDamon,Scarlett Johansson,Undirected,1
1037,MattDamon,BryanCranston,Undirected,2
1038,MattDamon,AlPacino,Undirected,1
1039,MattDamon,AngelinaJolie,Undirected,1
1040,MattDamon,JohnTurturro,Undirected,2
1041,MattDamon,VeraFarmiga,Undirected,1
1042,MattDamon,JuliaRoberts,Undirected,3
1043,MattDamon,BruceWillis,Undirected,1
1044,MattDamon,LivTyler,Undirected,1
1045,MattDamon,DrewBarrymore,Undirected,1
1046,MattDamon,MelissaMcCarthy,Undirected,1
1047,MattDamon,Charlize Theron,Undirected,1
1048,MattDamon,SalmaHayek,Undirected,1
1049,MattDamon,EdwardNorton,Undirected,1
1050,MattDamon,TomHanks,Undirected,1
1051,MattDamon,ClaireDanes,Undirected,1
1052,MattDamon,RobertDuwall,Undirected,1
1053,DenzelWashington,ViolaDavis,Undirected,2
1054,DenzelWashington,ChloëGraceMoretz,Undirected,1
1055,DenzelWashington,VeraFarmiga,Undirected,2
1056,DenzelWashington,RosarioDawson,Undirected,2
1057,DenzelWashington,ChrisPine,Undirected,1
1058,DenzelWashington,MilaKunis,Undirected,1
1059,DenzelWashington,JohnTurturro,Undirected,3
1060,DenzelWashington,JodieFoster,Undirected,1
1061,DenzelWashington,WillemDafoe,Undirected,1
1062,DenzelWashington,Meryl Streep,Undirected,1
1063,DenzelWashington,DakotaFanning,Undirected,1
1064,DenzelWashington,ChristopherWalken,Undirected,1
1065,DenzelWashington,RobertDuwall,Undirected,1
1066,DenzelWashington,AngelinaJolie,Undirected,1
1067,DenzelWashington,BruceWillis,Undirected,1
1068,DenzelWashington,MillaJovovich,Undirected,1
1069,DenzelWashington,MattDamon,Undirected,1
1070,DenzelWashington,TomHanks,Undirected,1
1071,DenzelWashington,JuliaRoberts,Undirected,1
1072,DenzelWashington,SamuelLJackson,Undirected,1
1073,SteveBuscemi,AdamSandler,Undirected,12
1074,SteveBuscemi,MarisaTomei,Undirected,1
1075,SteveBuscemi,JohnTurturro,Undirected,8
1076,SteveBuscemi,HarveyKeitel,Undirected,6
1077,SteveBuscemi,SalmaHayek,Undirected,2
1078,SteveBuscemi,OliviaWilde,Undirected,1
1079,SteveBuscemi,KirstenDunst,Undirected,2
1080,SteveBuscemi,SigourneyWeaver,Undirected,1
1081,SteveBuscemi,WoodyHarrelson,Undirected,2
1082,SteveBuscemi,KerryWashington,Undirected,1
1083,SteveBuscemi,JuliaRoberts,Undirected,1
1084,SteveBuscemi,DakotaFanning,Undirected,1
1085,SteveBuscemi,RobertRedfort,Undirected,1
1086,SteveBuscemi,Natalie Portman,Undirected,2
